template_type,outline_signature,label,support_keys,support_fonts,source_examples,validation,notes
tone,5c57e9a679962e55e0fc3304f4657a09b566d44d,4,13,2,3up:DFPYuanW5-ZhuIn-BFW#15226:是:ㄕˋ;3up:DFPYuanW5-ZhuIn-BFW#15320:自:ㄗˋ;3up:DFPYuanW5-ZhuIn-BFW#15095:至:ㄓˋ;3up:DFPYuanW5-ZhuIn-BFW#14164:二:ㄦˋ;3up:DFPYuanW5-ZhuIn-BFW#15422:四:ㄙˋ;3up:DFPYuanW5-ZhuIn-BFW#15284:日:ㄖˋ;3up:DFPYuanW5-PoIn1-BFW#14168:一:ㄧˋ;3up:DFPYuanW5-ZhuIn-BFW#14206:物:ㄨˋ;3up:DFPYuanW5-ZhuIn-BFW#14139:愛:ㄞˋ;3up:DFPYuanW5-ZhuIn-BFW#14168:意:ㄧˋ;3up:DFPYuanW5-ZhuIn-BFW#14240:預:ㄩˋ;3up:DFPYuanW5-ZhuIn-BFW#15372:刺:ㄘˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,76ddfbe03cdd545354e83045461aeadd4c3cbe1c,4,105,3,3up:DFPYuanW5-ZhuIn-BFW#14490:荳:ㄉㄡˋ;3up:DFPYuanW5-ZhuIn-BFW#14389:麥:ㄇㄞˋ;3up:DFPYuanW5-ZhuIn-BFW#14436:目:ㄇㄨˋ;3up:DFPYuanW5-PoIn3-BFW#14895:和:ㄏㄢˋ;3up:DFPYuanW5-ZhuIn-BFW#14824:課:ㄎㄜˋ;3up:DFPYuanW5-ZhuIn-BFW#15257:上:ㄕㄤˋ;3up:DFPYuanW5-ZhuIn-BFW#14847:褲:ㄎㄨˋ;3up:DFPYuanW5-PoIn1-BFW#14311:不:ㄅㄨˋ;3up:DFPYuanW5-ZhuIn-BFW#14182:要:ㄧㄠˋ;3up:DFPYuanW5-ZhuIn-BFW#15265:數:ㄕㄨˋ;3up:DFPYuanW5-PoIn1-BFW#14202:應:ㄧㄥˋ;3up:DFPYuanW5-ZhuIn-BFW#14503:第:ㄉㄧˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,8536bdf48ad688dd4783b5be69d93efcbb9f865b,4,127,3,3up:DFPBiaoKai-W5-ZhuIn-BFW#14422:妙:ㄇㄧㄠˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14427:面:ㄇㄧㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14737:落:ㄌㄨㄛˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15067:像:ㄒㄧㄤˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14301:變:ㄅㄧㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14603:痛:ㄊㄨㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15153:重:ㄓㄨㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14964:進:ㄐㄧㄣˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14528:段:ㄉㄨㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14526:對:ㄉㄨㄟˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15059:現:ㄒㄧㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14958:就:ㄐㄧㄡˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,9ded5c5f4c5e8a4ac0af6bc359a4bb214a7aab1c,4,15,3,3up:DFPBiaoKai-W5-ZhuIn-BFW#14708:列:ㄌㄧㄝˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14719:練:ㄌㄧㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14729:另:ㄌㄧㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14725:諒:ㄌㄧㄤˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14712:料:ㄌㄧㄠˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15358:最:ㄗㄨㄟˋ;3up:n@dW5@#14725:量:ㄌㄧㄤˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14716:六:ㄌㄧㄡˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15358:最:ㄗㄨㄟˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14708:列:ㄌㄧㄝˋ;3down:DFPBiaoKai-W5-PoIn1-BFW#14725:量:ㄌㄧㄤˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14712:料:ㄌㄧㄠˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,a091e5544f1297a1aee1b78e5b57e59804d22f2a,4,327,15,3down:YenRoundZuinnEG-Md#14718:過:ㄍㄨㄛˋ;3down:YenRoundZuinnEG-Md#15531:運:ㄩㄣˋ;3down:YenRoundZuinnEG-Md#14437:動:ㄉㄨㄥˋ;3down:YenRoundZuinnEG-Md#14844:會:ㄏㄨㄟˋ;3down:YenRoundZuinnEG-Md#15032:這:ㄓㄜˋ;3down:YenRoundZuinn2EG-Md#15486:一:ㄧˋ;3down:YenRoundZuinnEG-Md#14172:辦:ㄅㄢˋ;3down:YenRoundZuinnEG-Md#14650:歷:ㄌㄧˋ;3down:YenRoundZuinnEG-Md#15463:要:ㄧㄠˋ;3down:YenRoundZuinnEG-Md#14898:記:ㄐㄧˋ;3down:YenRoundZuinnEG-Md#14428:隊:ㄉㄨㄟˋ;3down:YenRoundZuinnEG-Md#15289:作:ㄗㄨㄛˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
symbol,7b95a5cc4959d77e16e0c0536799eee9b1c53310,ㄒ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 1; exact signature only; no Han/context/dictionary
symbol,0eed34c0b84db1f26fb298ba7f023030e93befeb,ㄕ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 2; exact signature only; no Han/context/dictionary
symbol,64dc1895805e4e26d051fa0dc1ce14d8d284a87f,ㄌ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 3; exact signature only; no Han/context/dictionary
symbol,08492bb42be952d78e799978d0d35c5224ea67ed,ㄕ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 4; exact signature only; no Han/context/dictionary
symbol,4d07ce22594703670fa9755991292cdda57d272e,ㄢ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 5; exact signature only; no Han/context/dictionary
symbol,3cb2cb19350a4ad3ca9d67a31e828112d0342e38,ㄓ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 6; exact signature only; no Han/context/dictionary
symbol,e646d7ec63c7da7803277627f24337e9584c9848,ㄉ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 7; exact signature only; no Han/context/dictionary
symbol,cd811b002d49c05e6666ea013c80a34a854b0853,ㄎ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 8; exact signature only; no Han/context/dictionary
symbol,a1e369ccf6b5e8ddc27060e2b9cd0c51bfefe629,ㄍ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 9; exact signature only; no Han/context/dictionary
symbol,e116490506ac9a4b463924016a3adca56f1431e1,ㄡ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 10; exact signature only; no Han/context/dictionary
symbol,ab16473c1fe7c32f4a2d463c3681b91ea0294cb3,ㄤ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 11; exact signature only; no Han/context/dictionary
symbol,38feaf80b3ab96b7f7320fa16d455edfa8157e83,ㄩ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 12; exact signature only; no Han/context/dictionary
symbol,1d26d40fde15b8e675a545a9bdf0cb491b18af32,ㄗ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 13; exact signature only; no Han/context/dictionary
symbol,86198c1f2e4a82584a8858e763c34641ea0bbe37,ㄏ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 14; exact signature only; no Han/context/dictionary
symbol,3d6f9eb869eb510d065aabc4e134a4dbb6886fec,ㄑ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 15; exact signature only; no Han/context/dictionary
symbol,bfb7df36e178579f07eca4156609d51b08939be0,ㄌ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 16; exact signature only; no Han/context/dictionary
symbol,5bd6c08d65ecd173e0d21a3797e9f0a4b2166e26,ㄖ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 17; exact signature only; no Han/context/dictionary
symbol,bacdaf10b60d25958b363cb14eb4c96365785148,ㄊ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 18; exact signature only; no Han/context/dictionary
symbol,41eeccbeabaf5a987f65b961845d3c062db6e498,ㄔ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 19; exact signature only; no Han/context/dictionary
symbol,f9598dc1d234e6345efec52b49541e913841c884,ㄛ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 20; exact signature only; no Han/context/dictionary
symbol,d2c86b626f9ea188c6bd98e73f6e9214ccb40348,ㄣ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 21; exact signature only; no Han/context/dictionary
symbol,16ed27f16e886b762a7e429a8e09d71126a406e8,ㄋ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 22; exact signature only; no Han/context/dictionary
symbol,f5c313f6ffc24f6913569fcc7ed3228b4a5333f5,ㄆ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 23; exact signature only; no Han/context/dictionary
symbol,2e888a261745d6f745469aa1fa0e9e4390dda32c,ㄚ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 24; exact signature only; no Han/context/dictionary
symbol,f6c09c723133fc0d6d50a076e4d2d2701bff2153,ㄗ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 25; exact signature only; no Han/context/dictionary
symbol,48708925e4790b11c97c2bb742bbb00c86016922,ㄔ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 26; exact signature only; no Han/context/dictionary
symbol,37ef418ea11c686c6737228d6210a49003d2f85e,ㄌ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 27; exact signature only; no Han/context/dictionary
symbol,b1e7a18ef213b472bd1108901ef4a7ada892bb0e,ㄡ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 28; exact signature only; no Han/context/dictionary
symbol,4ef5776d94016145f3773b00bb719d4147f9d1ff,ㄅ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 29; exact signature only; no Han/context/dictionary
symbol,bb68384664c7e96fa8ce63563f466287a0f61158,ㄇ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 30; exact signature only; no Han/context/dictionary
symbol,848d289519363b3f7cbcc3ea42b545f5b107a469,ㄘ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 32; exact signature only; no Han/context/dictionary
symbol,7a59d71f02979aefb07dbf44239391bbd7a847bb,ㄙ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 33; exact signature only; no Han/context/dictionary
symbol,4b3a03e294bfd35aeb36750974764005d465d979,ㄠ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 34; exact signature only; no Han/context/dictionary
symbol,396a9debcc7c4f90988296f691094d003f07ccdc,ㄋ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 35; exact signature only; no Han/context/dictionary
symbol,c875bcfcddd36465b7fd3cb31c862c520f049dfa,ㄎ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 36; exact signature only; no Han/context/dictionary
symbol,7bf0045e9ceec01e1c410f2d73de580b664ffe20,ㄕ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 37; exact signature only; no Han/context/dictionary
symbol,7a0d3fb0a723060a7c1bafc2ef98df51c9ca0677,ㄊ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 38; exact signature only; no Han/context/dictionary
symbol,46b48584f89b769692f3bec54e2cac8a11a45745,ㄘ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 39; exact signature only; no Han/context/dictionary
symbol,c5a5bb65cf4d32d8fbf570e2eefb395d3c12267e,ㄓ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 40; exact signature only; no Han/context/dictionary
symbol,7f6504d9f8acb6c2521ca7ce034c37f18d00f13f,ㄝ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 41; exact signature only; no Han/context/dictionary
symbol,f8bf222fc6c9a208ad48f4eb90a165c1a93e8f46,ㄚ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 42; exact signature only; no Han/context/dictionary
symbol,df6cc36951ef1878a10d209226befc82b843a566,ㄨ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 43; exact signature only; no Han/context/dictionary
symbol,d92a62d15f14522f3ae3364f27181d05fbac7b15,ㄡ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 44; exact signature only; no Han/context/dictionary
symbol,53c2f7053d9d615bba665c4a009d366e403194de,ㄞ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 45; exact signature only; no Han/context/dictionary
symbol,8d11d0492b629b8519cfef829651244f34730fe7,ㄨ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 46; exact signature only; no Han/context/dictionary
symbol,081925c1b701ab54a334a392bc35cc7be01864f3,ㄆ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 47; exact signature only; no Han/context/dictionary
symbol,49efbe74f704910d9166d0fe1db1dff51c1b2a2a,ㄔ,0,1,,direct_isolated_visual_v39,DFHei round1 visual index 48; exact signature only; no Han/context/dictionary
symbol,1c6ed781cd62427f8dbebdf9a4ca613fe0018eff,ㄛ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 1; exact signature only; no Han/context/dictionary
symbol,c4b589b7d67d3d5675a9d138f665509f45e7ef9a,ㄨ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 2; exact signature only; no Han/context/dictionary
symbol,316c273d79a765d9ae6b5c0c1030a2382113cfd8,ㄩ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 3; exact signature only; no Han/context/dictionary
symbol,10b7187b6ab32f0b60816a0a3c90c0ad41792fd2,ㄜ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 4; exact signature only; no Han/context/dictionary
symbol,9aa830905904124cd4ca9d63ec9376ad1db442c4,ㄞ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 6; exact signature only; no Han/context/dictionary
symbol,50dd9760d2c3246c9c4269ef716e759eeaccad21,ㄨ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 7; exact signature only; no Han/context/dictionary
symbol,b78d503557dcbe17e0ed06558a7bdc4142b83aa2,ㄟ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 8; exact signature only; no Han/context/dictionary
symbol,8c3fb3a52fc2122d5a533a399a84395862224e0c,ㄜ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 9; exact signature only; no Han/context/dictionary
symbol,75f08bcbb26c7c53a8632348f4cd79b412231eae,ㄝ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 10; exact signature only; no Han/context/dictionary
symbol,5c58ce6c8e47cab2d7d82a303a05cc36393d6fd6,ㄐ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 11; exact signature only; no Han/context/dictionary
symbol,39e09959f2eca8c20655eb158b0339a109d51899,ㄇ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 12; exact signature only; no Han/context/dictionary
symbol,ce08fee1de610458c0a7d9d04e63b2de72984e64,ㄩ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 13; exact signature only; no Han/context/dictionary
symbol,69fc5410cd2327a9e21df214eb42dd46ccde9d40,ㄩ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 14; exact signature only; no Han/context/dictionary
symbol,63ebabe5569fac0e9f41785047a967272ffb8da2,ㄩ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 15; exact signature only; no Han/context/dictionary
symbol,a9fa79ff2e309bb8dd40d58e9aea10a174724404,ㄙ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 17; exact signature only; no Han/context/dictionary
symbol,4506e3e5963e07014f39a4d33bab1c18b70825b6,ㄞ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 18; exact signature only; no Han/context/dictionary
symbol,032dfc3404c8160ecd8c5849ec1bf9486dbd406d,ㄘ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 21; exact signature only; no Han/context/dictionary
symbol,660c1ada8ca7b2e3831a6fa69141e8ec357799fb,ㄩ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 22; exact signature only; no Han/context/dictionary
symbol,6277638c57bcedff58603b0b57563432cf1f7361,ㄦ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 23; exact signature only; no Han/context/dictionary
symbol,584332a90fc50f370fa3113baafa320d71d561e8,ㄨ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 24; exact signature only; no Han/context/dictionary
symbol,2a012e1dea3b35569370c08eb38ad4f1e6bd7d10,ㄞ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 25; exact signature only; no Han/context/dictionary
symbol,26b4e9d04cd56494796c61ca9cae27b20eaa308d,ㄆ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 26; exact signature only; no Han/context/dictionary
symbol,0455ba78e7b504a18fcf41811db58f2d8fc03dc1,ㄩ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 27; exact signature only; no Han/context/dictionary
symbol,f477a8a3c6c072d171a85686d3fb88f2456d0eca,ㄟ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 28; exact signature only; no Han/context/dictionary
symbol,e326f95da328ad2acf0b92f57c3a5046f11f7d1b,ㄨ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 29; exact signature only; no Han/context/dictionary
symbol,9adf21b7f1c505acdd2de14d3b5b75cadb722243,ㄢ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 30; exact signature only; no Han/context/dictionary
symbol,39425f2245317d196966f1b6d11b776bea1503b4,ㄨ,0,1,,direct_isolated_visual_v39,DFHeiChuIn-Bd-BPMW-BF direct visual round2 index 31; exact signature only; no Han/context/dictionary
symbol,6e84f1bae1775fd952aea437a2f6044d1b011967,ㄓ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 2; exact signature only; no Han/context/dictionary
symbol,c81a1836db2883297b1f1a00a6b5f34a08f4ba89,ㄒ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 3; exact signature only; no Han/context/dictionary
symbol,4a098a5ccdf221dcc1495739d08870224233c85d,ㄅ,0,1,,direct_isolated_visual_reaudit_v39_round6,"Re-audited against labeled isolated Bopomofo reference: this outline is ㄅ (short angled cap + right hook), not ㄎ (which has a full long top bar). Discovered when newly completed 3-down glyph would otherwise decode impossible ㄎㄨˊ. No Han/context/dictionary used to assign corrected symbol."
symbol,b46cbd0cae7cf4d9cd4169a93508a50135d0cdc1,ㄍ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 5; exact signature only; no Han/context/dictionary
symbol,697626f2e0c3330984d72f8acc62acb082f39eec,ㄕ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 6; exact signature only; no Han/context/dictionary
symbol,50dde20d5f06bf97cb3847473fd5482ebb41466d,ㄊ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 7; exact signature only; no Han/context/dictionary
symbol,4c23bff3e6ff90153ab4b99308274d05f3da4e5a,ㄈ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 8; exact signature only; no Han/context/dictionary
symbol,40c3cd9784115cb89c3178c0f00498601df871ca,ㄎ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 9; exact signature only; no Han/context/dictionary
symbol,348322fbd1bd92b72eff97925322ac4ea19ba718,ㄐ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 10; exact signature only; no Han/context/dictionary
symbol,20ee66369d3c72812879220fa703714c1c096459,ㄕ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 11; exact signature only; no Han/context/dictionary
symbol,f0309b63cc325ce34bf51710faef53a256eb7280,ㄕ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 12; exact signature only; no Han/context/dictionary
symbol,d9e015b1786fb2dd67ac9106359df0facb8fda5c,ㄟ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 13; exact signature only; no Han/context/dictionary
symbol,c656a873e7285821e7c4f31c25302022e642878f,ㄒ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 14; exact signature only; no Han/context/dictionary
symbol,baf39a59c66d65028e21be62e259186ed1d8578c,ㄏ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 15; exact signature only; no Han/context/dictionary
symbol,aa1b110a2ce5ca49eb930688007d69099f2d122f,ㄍ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 16; exact signature only; no Han/context/dictionary
symbol,9e92652be28c5220ea3450f2f66f3696c95d08ed,ㄠ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 17; exact signature only; no Han/context/dictionary
symbol,8df9f5ac099b338b1d324dda99754d13b03c058b,ㄏ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 18; exact signature only; no Han/context/dictionary
symbol,7a5f4fb25a006fd7ec78efa59a07bedbf3354b64,ㄠ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 19; exact signature only; no Han/context/dictionary
symbol,6fa11e41b7f458cfbff7fb3810a052fc93b77ed7,ㄕ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 20; exact signature only; no Han/context/dictionary
symbol,6dab5c37476c403c7dcb27ca25b4b07797402595,ㄐ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 21; exact signature only; no Han/context/dictionary
symbol,376ff1b3e23582c67d5d1f3609e637ec1828d159,ㄕ,0,1,,direct_isolated_visual_v39,DFYuanChuIn-Bd-BPMW-BF direct visual round2 index 22; exact signature only; no Han/context/dictionary
symbol,b77901049a376fd6f5703abc66dc134427e08528,ㄌ,0,1,,direct_isolated_visual_v39,n@dW5@ direct visual round2 index 1; exact signature only; no Han/context/dictionary
tone,7d3833d1e60eebd5f5f9810450ff2c7f8ef22351,4,0,1,,direct_isolated_visual_v39,direct tone visual index 1; exact signature only; no Han/context/dictionary
tone,b25c7beda107a8680ab686d31ad0be259c93a7e4,3,0,1,,direct_isolated_visual_v39,direct tone visual index 2; exact signature only; no Han/context/dictionary
tone,2393a2260ef3edd6e556e7efb142bf20d2fd7dad,3,0,1,,direct_isolated_visual_v39,direct tone visual index 3; exact signature only; no Han/context/dictionary
tone,6ed8b36a9f0d2b3e73c120202e671693dd290baf,2,0,1,,direct_isolated_visual_v39,direct tone visual index 4; exact signature only; no Han/context/dictionary
tone,69c439961ba4b350821c6b6f9ef317b4504cbfa8,4,0,1,,direct_isolated_visual_v39,direct tone visual index 5; exact signature only; no Han/context/dictionary
tone,63539b2d8640e04fe8af0a04bf3b7a9a676c3231,3,0,1,,direct_isolated_visual_v39,direct tone visual index 6; exact signature only; no Han/context/dictionary
tone,5f815559a6b8e1a71ce7d908299d858d23fc8e96,2,0,1,,direct_isolated_visual_v39,direct tone visual index 7; exact signature only; no Han/context/dictionary
tone,f474a24e03648000d9bab9e2815b83ec5789dd67,4,0,1,,direct_isolated_visual_v39,direct tone visual index 8; exact signature only; no Han/context/dictionary
tone,cc9bad0a33480507acfb1fd8b5915a7e6cb7eb42,2,0,1,,direct_isolated_visual_v39,direct tone visual index 9; exact signature only; no Han/context/dictionary
tone,84f096e1a51d78c6f18720d8a46fec15c00b3d08,3,0,1,,direct_isolated_visual_v39,direct tone visual index 10; exact signature only; no Han/context/dictionary
symbol,5ea5c7d5d8cc96c7c4548ed2d5f4a7d0a96551da,ㄧ,0,1,,direct_isolated_visual_v39_reaudit,nested child visual index 1; exact signature only; re-audited against labeled Bopomofo reference; no Han/context/dictionary
symbol,98dd77ad49937c0dfee37ffaf6d3a848b2dcd340,ㄨ,0,1,,direct_isolated_visual_v39_reaudit,nested child visual index 2; exact signature only; re-audited against labeled Bopomofo reference; no Han/context/dictionary
symbol,e4ffa6101909fd747500c131b7c7da91badf8e5a,ㄢ,0,1,,direct_isolated_visual_v39_reaudit,nested child visual index 3; exact signature only; re-audited against labeled Bopomofo reference; no Han/context/dictionary
symbol,eef99f72fe91a9539699644e75372312c9589fd5,ㄉ,0,1,,direct_isolated_visual_v39_reaudit,nested child visual index 4; exact signature only; re-audited against labeled Bopomofo reference; no Han/context/dictionary
symbol,b815938f93b0ce701b78a406fa93db0a50bff5e6,ㄣ,0,1,,direct_isolated_visual_v39_reaudit,nested child visual index 5; exact signature only; re-audited against labeled Bopomofo reference; no Han/context/dictionary
symbol,9a9c6dad8138c6a9a212b660bac3877b2151d8e1,ㄕ,0,1,,direct_isolated_visual_v39_reaudit,nested child visual index 6; exact signature only; re-audited against labeled Bopomofo reference; no Han/context/dictionary
symbol,8ed7597512b6af939af86005d118f5115cb2604a,ㄜ,0,1,,direct_isolated_visual_v39_reaudit,nested child visual index 7; exact signature only; re-audited against labeled Bopomofo reference; no Han/context/dictionary
symbol,6d3d894f118934503bbb0ee801ef240e66b8985e,ㄐ,0,1,,direct_isolated_visual_v39_reaudit,nested child visual index 9; exact signature only; re-audited against labeled Bopomofo reference; no Han/context/dictionary
symbol,677cc5bcfc92b7bc49cdd2ff5ddf1f7185aca2d7,ㄅ,0,1,,direct_isolated_visual_v39_reaudit,nested child visual index 10; exact signature only; re-audited against labeled Bopomofo reference; no Han/context/dictionary
symbol,897258eae35ab00ba5888f5702e2d642820023e4,ㄠ,0,1,,direct_isolated_visual_v39_reaudit,nested child visual index 11; exact signature only; re-audited against labeled Bopomofo reference; no Han/context/dictionary
symbol,16eee4e515a9ac6ab75d52286b50c32bac09e9be,ㄞ,0,1,,direct_isolated_visual_v39_reaudit,nested child visual index 12; exact signature only; re-audited against labeled Bopomofo reference; no Han/context/dictionary
