template_type,outline_signature,label,support_keys,support_fonts,source_examples,validation,notes
symbol,3476ff457e38f1afeeb7b0fb9789865c9b870a46,ㄢ,109,9,3down:YenRoundZuinnEG-Md#15322:參:ㄘㄢ;3down:YenRoundZuinnEG-Md#14172:辦:ㄅㄢˋ;3down:YenRoundZuinnEG-Md#14499:團:ㄊㄨㄢˊ;3down:YenRoundZuinnEG-Md#15504:完:ㄨㄢˊ;3down:YenRoundZuinnEG-Md#14886:健:ㄐㄧㄢˋ;3down:YenRoundZuinnEG-Md#14846:環:ㄏㄨㄢˊ;3down:YenRoundZuinnEG-Md#14191:編:ㄅㄧㄢ;3down:YenRoundZuinnEG-Bd#14886:健:ㄐㄧㄢˋ;3down:YenRoundZuinnEG-Bd#14193:變:ㄅㄧㄢˋ;3down:YenRoundZuinnEG-Bd#14351:煩:ㄈㄢˊ;3down:YenRoundZuinnEG-Bd#14191:邊:ㄅㄧㄢ;3down:YenRoundZuinnEG-Bd#15048:戰:ㄓㄢˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,464b2fb238c559e254888b17bd195456adf7f6f8,ㄢ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15292:然:ㄖㄢˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15292:然:ㄖㄢˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,4da035cfcf7e6ed5f1ced1184b4dc23988c80c1d,ㄢ,3,3,3up:DFPBiaoKai-W5-ZhuIn-BFW#14554:談:ㄊㄢˊ;3up:n@dW5@#14554:彈:ㄊㄢˊ;3down:DFPBiaoKai-W5-PoIn1-BFW#14554:彈:ㄊㄢˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,544be8062dd9782fb936c8b4da758bf1236aa968,ㄢ,2,1,3up:DFPWaWa-W5-ZhuIn-BFW#14961:健:ㄐㄧㄢˋ;3up:DFPWaWa-W5-ZhuIn-BFW#15312:軟:ㄖㄨㄢˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,6145a656f04dd325c341dfa1d845d2bb4bc50c2a,ㄢ,6,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14189:厭:ㄧㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14190:演:ㄧㄢˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14188:炎:ㄧㄢˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14188:延:ㄧㄢˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14190:掩:ㄧㄢˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14189:驗:ㄧㄢˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,61770c490f796d5d5f0ef07097fe02b743b92601,ㄢ,20,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14573:天:ㄊㄧㄢ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15059:現:ㄒㄧㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15057:先:ㄒㄧㄢ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14513:點:ㄉㄧㄢˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14648:年:ㄋㄧㄢˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14574:填:ㄊㄧㄢˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14512:墊:ㄉㄧㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15060:險:ㄒㄧㄢˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15145:轉:ㄓㄨㄢˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15143:專:ㄓㄨㄢ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14573:天:ㄊㄧㄢ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15059:現:ㄒㄧㄢˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,6905801401cc661aa386c4441f6e213aa47783ad,ㄢ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14244:原:ㄩㄢˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14244:原:ㄩㄢˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,7bd35af8d68d272927c9edf8098ad1309b5f240d,ㄢ,11,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14835:看:ㄎㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14777:感:ㄍㄢˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14775:乾:ㄍㄢ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14401:慢:ㄇㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14692:籃:ㄌㄢˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14777:感:ㄍㄢˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14835:看:ㄎㄢˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14776:幹:ㄍㄢˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14775:肝:ㄍㄢ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14402:滿:ㄇㄢˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14401:慢:ㄇㄢˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,7d85827adb2e83e5e710ca3435415ca31dc19422,ㄢ,2,1,3up:DFPYuanW5-ZhuIn-BFW#14150:安:ㄢ;3up:DFPYuanW5-ZhuIn-BFW#14152:暗:ㄢˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,949385b6a91460edd62093a48a12d5918dad9fb8,ㄢ,7,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14452:煩:ㄈㄢˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14454:反:ㄈㄢˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15247:山:ㄕㄢ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14453:販:ㄈㄢˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14453:範:ㄈㄢˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14452:煩:ㄈㄢˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14454:反:ㄈㄢˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,a0ab3a4fd72588d51ce44c1df8355c00da16af28,ㄢ,6,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14277:伴:ㄅㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14245:院:ㄩㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14246:遠:ㄩㄢˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14277:伴:ㄅㄢˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14245:願:ㄩㄢˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14246:遠:ㄩㄢˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,a1ae3c3827e9ddb49d02eb97e194aa5c3d4e8569,ㄢ,38,2,3up:DFPBiaoKai-W5-ZhuIn-BFW#14427:面:ㄇㄧㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14301:變:ㄅㄧㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14529:短:ㄉㄨㄢˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14528:段:ㄉㄨㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14808:慣:ㄍㄨㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14807:關:ㄍㄨㄢ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15007:簽:ㄑㄧㄢ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14926:環:ㄏㄨㄢˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14927:換:ㄏㄨㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15008:前:ㄑㄧㄢˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14860:寬:ㄎㄨㄢ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14428:免:ㄇㄧㄢˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,a9503cbb11326b16e4c7e2730109eb9e6c4a5dab,ㄢ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15119:展:ㄓㄢˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15119:展:ㄓㄢˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,aeca802acbef3e73888946d1478a939e2fba0a03,ㄢ,7,3,3up:n@dW5@#14894:和:ㄏㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14893:含:ㄏㄢˊ;3up:DFPBiaoKai-W5-PoIn1-BFW#14894:和:ㄏㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14895:喊:ㄏㄢˇ;3down:DFPBiaoKai-W5-PoIn1-BFW#14894:和:ㄏㄢˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14895:喊:ㄏㄢˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14894:翰:ㄏㄢˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,af193e2676d35a17900fa159ab15f1933cc06191,ㄢ,6,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14961:健:ㄐㄧㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14960:間:ㄐㄧㄢ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14962:減:ㄐㄧㄢˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14960:間:ㄐㄧㄢ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14961:漸:ㄐㄧㄢˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14962:減:ㄐㄧㄢˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,b0c61a5b5ff20aed93ce09b2bd5da166e7aa8f39,ㄢ,3,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14224:晚:ㄨㄢˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14223:萬:ㄨㄢˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14224:晚:ㄨㄢˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,c6cc2b7832a0cd7ef663fb9ed961aaf0a5712cd8,ㄢ,36,3,3up:DFPYuanW5-PoIn3-BFW#14895:和:ㄏㄢˋ;3up:DFPYuanW5-ZhuIn-BFW#14277:班:ㄅㄢ;3up:DFPYuanW5-ZhuIn-BFW#14223:玩:ㄨㄢˊ;3up:DFPYuanW5-ZhuIn-BFW#14190:驗:ㄧㄢˋ;3up:DFPYuanW5-ZhuIn-BFW#15436:三:ㄙㄢ;3up:DFPYuanW5-ZhuIn-BFW#14778:感:ㄍㄢˇ;3up:DFPYuanW5-ZhuIn-BFW#15249:擅:ㄕㄢˋ;3up:DFPYuanW5-ZhuIn-BFW#14225:婉:ㄨㄢˇ;3up:DFPYuanW5-ZhuIn-BFW#14626:難:ㄋㄢˊ;3up:DFPYuanW5-ZhuIn-BFW#14278:扮:ㄅㄢˋ;3up:DFPYuanW5-ZhuIn-BFW#14191:演:ㄧㄢˇ;3up:DFPYuanW5-ZhuIn-BFW#14246:願:ㄩㄢˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,d9762de394146727a6defa7a3008310dbd5f784e,ㄢ,4,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14276:班:ㄅㄢ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14278:板:ㄅㄢˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14276:般:ㄅㄢ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14278:板:ㄅㄢˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,debaf065fc47fc136de31930b49451bb9cca8b58,ㄢ,39,2,3up:DFPYuanW5-ZhuIn-BFW#14302:變:ㄅㄧㄢˋ;3up:DFPYuanW5-ZhuIn-BFW#14530:短:ㄉㄨㄢˇ;3up:DFPYuanW5-ZhuIn-BFW#14574:天:ㄊㄧㄢ;3up:DFPYuanW5-ZhuIn-BFW#14961:間:ㄐㄧㄢ;3up:DFPYuanW5-ZhuIn-BFW#14808:關:ㄍㄨㄢ;3up:DFPYuanW5-ZhuIn-BFW#15008:簽:ㄑㄧㄢ;3up:DFPYuanW5-ZhuIn-BFW#14963:減:ㄐㄧㄢˇ;3up:DFPYuanW5-ZhuIn-BFW#15009:前:ㄑㄧㄢˊ;3up:DFPYuanW5-ZhuIn-BFW#15058:先:ㄒㄧㄢ;3up:DFPYuanW5-ZhuIn-BFW#14666:暖:ㄋㄨㄢˇ;3up:DFPYuanW5-ZhuIn-BFW#14809:慣:ㄍㄨㄢˋ;3up:DFPYuanW5-ZhuIn-BFW#15060:現:ㄒㄧㄢˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,e7aa5370169bffd2656a621269c6eb7d474d244f,ㄢ,5,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15454:痠:ㄙㄨㄢ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15312:軟:ㄖㄨㄢˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15455:算:ㄙㄨㄢˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15312:軟:ㄖㄨㄢˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15455:算:ㄙㄨㄢˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,e7bed492d9c88b6728f800eb3ce7ea52435cdab7,ㄢ,6,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14718:連:ㄌㄧㄢˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14719:練:ㄌㄧㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14720:臉:ㄌㄧㄢˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14718:聯:ㄌㄧㄢˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14719:練:ㄌㄧㄢˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14720:臉:ㄌㄧㄢˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,e853f2bf393b3b18b5fd0266322b8f8db8a4155b,ㄢ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14222:完:ㄨㄢˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14222:完:ㄨㄢˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,ffad7b955d6d97a2441ab83d9a4d34db8980b7ee,ㄢ,5,2,3up:DFPBiaoKai-W5-ZhuIn-BFW#14625:難:ㄋㄢˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14400:饅:ㄇㄢˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14555:探:ㄊㄢˋ;3down:DFPBiaoKai-W5-PoIn1-BFW#14626:難:ㄋㄢˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14555:碳:ㄊㄢˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,06377a2bb5ed9c687a68467207167ed80c32b1db,ㄣ,65,9,3down:YenRoundZuinnEG-Md#15531:運:ㄩㄣˋ;3down:YenRoundZuinnEG-Md#14303:們:˙ㄇㄣ;3down:YenRoundZuinnEG-Md#15182:神:ㄕㄣˊ;3down:YenRoundZuinnEG-Md#15278:怎:ㄗㄣˇ;3down:YenRoundZuinnEG-Md#15073:準:ㄓㄨㄣˇ;3down:YenRoundZuinnEG-Bd#15049:真:ㄓㄣ;3down:YenRoundZuinnEG-Bd#14354:分:ㄈㄣ;3down:YenRoundZuinnEG-Bd#15231:人:ㄖㄣˊ;3down:YenRoundZuinnEG-Bd#15531:運:ㄩㄣˋ;3down:YenRoundZuinnEG-Bd#14728:滾:ㄍㄨㄣˇ;3down:YenRoundZuinnEG-Bd#14987:心:ㄒㄧㄣ;3down:YenRoundZuinnEG-Bd#14304:門:ㄇㄣˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,0d31baedd8134d6bdb033d14efcde1c243732b6b,ㄣ,18,3,3up:DFPBiaoKai-W5-ZhuIn-BFW#15250:身:ㄕㄣ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15294:人:ㄖㄣˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15295:認:ㄖㄣˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15120:真:ㄓㄣ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14778:跟:ㄍㄣ;3up:DFPBiaoKai-W5-PoIn3-BFW#15251:什:ㄕㄣˊ;3up:n@dW5T#15251:什:ㄕㄣˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15251:神:ㄕㄣˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15122:診:ㄓㄣˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15121:陣:ㄓㄣˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15250:身:ㄕㄣ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15251:神:ㄕㄣˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,19577655e8184bd7afd0ef821bab5b83ea66b86e,ㄣ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14194:飲:ㄧㄣˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14194:引:ㄧㄣˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,271f0c02bb297bf68f1ab14c0dbe0387cdacefe6,ㄣ,39,2,3up:DFPBiaoKai-W5-ZhuIn-BFW#14964:進:ㄐㄧㄣˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15061:新:ㄒㄧㄣ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15011:親:ㄑㄧㄣ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14651:您:ㄋㄧㄣˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15086:尋:ㄒㄩㄣˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14965:緊:ㄐㄧㄣˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14963:巾:ㄐㄧㄣ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14743:輪:ㄌㄨㄣˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15148:準:ㄓㄨㄣˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15363:尊:ㄗㄨㄣ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15087:訊:ㄒㄩㄣˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15278:順:ㄕㄨㄣˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,278dec368ba1fa27264f0cc8b506c96f8d0b46be,ㄣ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14721:臨:ㄌㄧㄣˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14721:林:ㄌㄧㄣˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,2a38170e4be5e2d0041f257bef482c0ba7495f90,ㄣ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14191:音:ㄧㄣ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14191:殷:ㄧㄣ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,3bbc60389b6d353999fcdb82188192b3ff5f04a3,ㄣ,7,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14227:問:ㄨㄣˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14226:聞:ㄨㄣˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14228:穩:ㄨㄣˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14225:溫:ㄨㄣ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14227:問:ㄨㄣˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14226:紋:ㄨㄣˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14228:穩:ㄨㄣˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,462f2054a65e8aac0e394cc0aaef16d6bd791108,ㄣ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15343:怎:ㄗㄣˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15343:怎:ㄗㄣˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,5dd7040772855176ba99c7f3799b43f3511e900f,ㄣ,19,2,3up:DFPYuanW5-ZhuIn-BFW#14282:本:ㄅㄣˇ;3up:DFPYuanW5-ZhuIn-BFW#15344:怎:ㄗㄣˇ;3up:DFPYuanW5-ZhuIn-BFW#15251:身:ㄕㄣ;3up:DFPYuanW5-ZhuIn-BFW#14779:跟:ㄍㄣ;3up:DFPYuanW5-ZhuIn-BFW#15296:認:ㄖㄣˋ;3up:DFPYuanW5-ZhuIn-BFW#14250:運:ㄩㄣˋ;3up:DFPYuanW5-ZhuIn-BFW#14456:分:ㄈㄣ;3up:DFPYuanW5-PoIn1-BFW#14458:分:ㄈㄣˋ;3up:DFPYuanW5-ZhuIn-BFW#15295:人:ㄖㄣˊ;3up:DFPYuanW5-ZhuIn-BFW#14228:問:ㄨㄣˋ;3up:DFPYuanW5-ZhuIn-BFW#15252:什:ㄕㄣˊ;3up:DFPYuanW5-ZhuIn-BFW#14192:因:ㄧㄣ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,633786010ec7d28b9b27c12764806bce6c81d693,ㄣ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14898:很:ㄏㄣˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14898:很:ㄏㄣˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,6ef06704ca324619ae6feb8fef9761c05a815d5f,ㄣ,3,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14530:蹲:ㄉㄨㄣ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14531:頓:ㄉㄨㄣˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14530:蹲:ㄉㄨㄣ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,82d0f5fe220148d98789b172a0275dc6f16b0ddb,ㄣ,2,2,3up:DFPBiaoKai-W5-PoIn1-BFW#14457:分:ㄈㄣˋ;3up:n@dW5@#14457:分:ㄈㄣˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,92fc43ce8cb8131f10d83cef352abb6bb571c43f,ㄣ,3,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14281:本:ㄅㄣˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14281:本:ㄅㄣˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14279:奔:ㄅㄣ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,a89fa7dc4f52ddc00738efe9701f68bb0e65f149,ㄣ,7,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14429:民:ㄇㄧㄣˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14367:品:ㄆㄧㄣˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14364:拼:ㄆㄧㄣ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14430:敏:ㄇㄧㄣˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14367:品:ㄆㄧㄣˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14430:敏:ㄇㄧㄣˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14429:民:ㄇㄧㄣˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,b15e1782a577b4af9d4868b7dbc08dc654006a26,ㄣ,19,1,3up:DFPYuanW5-ZhuIn-BFW#14744:倫:ㄌㄨㄣˊ;3up:DFPYuanW5-ZhuIn-BFW#15062:新:ㄒㄧㄣ;3up:DFPYuanW5-ZhuIn-BFW#14745:論:ㄌㄨㄣˋ;3up:DFPYuanW5-ZhuIn-BFW#14368:品:ㄆㄧㄣˇ;3up:DFPYuanW5-ZhuIn-BFW#15364:遵:ㄗㄨㄣ;3up:DFPYuanW5-ZhuIn-BFW#15087:詢:ㄒㄩㄣˊ;3up:DFPYuanW5-ZhuIn-BFW#15088:訊:ㄒㄩㄣˋ;3up:DFPYuanW5-ZhuIn-BFW#15149:準:ㄓㄨㄣˇ;3up:DFPYuanW5-ZhuIn-BFW#14965:進:ㄐㄧㄣˋ;3up:DFPYuanW5-ZhuIn-BFW#15036:群:ㄑㄩㄣˊ;3up:DFPYuanW5-ZhuIn-BFW#15414:存:ㄘㄨㄣˊ;3up:DFPYuanW5-ZhuIn-BFW#14430:民:ㄇㄧㄣˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,b1a0a356e516e14da13a7f0627bdc0a4abf9b2f4,ㄣ,4,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14455:分:ㄈㄣ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14455:氛:ㄈㄣ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14458:粉:ㄈㄣˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14456:焚:ㄈㄣˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,b8f6d5c53cc7d619b1359155dac12b5ce1d2708e,ㄣ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14404:們:˙ㄇㄣ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14404:們:˙ㄇㄣ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,c0f108befd4804c452054fb62f8c5a8d37754524,ㄣ,2,2,3up:DFHeiChuIn-Bd-BPMW-BF#14500:份:ㄈㄣˋ;3up:DFHeiPoIn1-Bd-BPMW-BF#14500:分:ㄈㄣˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,ce5c9347e7c9be80d28b16bedab8898a521bed8c,ㄣ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14863:困:ㄎㄨㄣˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14862:坤:ㄎㄨㄣ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
